,filing_date,municipality,amount
13896,2012-10-31,Penn Hills Township,94413.27
13897,2012-10-31,City of Clairton,42462.54
13898,2012-10-31,Ross Township,196657.58
13899,2012-10-31,O'Hara Township,245089.52
13900,2012-10-31,Pennsbury Village,0.0
13901,2012-10-31,Collier Township,114183.74
13902,2012-10-31,McKees Rocks Boro,60908.93
13903,2012-11-01,Kennedy Township,78039.76
13904,2012-11-01,Penn Hills Township,39325.55
13905,2012-11-03,Mt. Lebanon Township,0.0
13906,2012-11-03,Coraopolis Boro,0.0
13907,2012-11-04,Shaler Township,176762.23
13908,2012-11-05,Coraopolis Boro,112040.85
13909,2012-11-05,Pittsburgh,39320.65
13910,2012-11-05,Mt. Lebanon Township,146888.06
13911,2012-11-05,Bethel Park Boro,32902.74
13912,2012-11-05,Penn Hills Township,116916.63
13913,2012-11-05,Pittsburgh,77929.85
13914,2012-11-05,Brentwood Boro,75586.04
13915,2012-11-05,Mt. Lebanon Township,190806.22
13916,2012-11-06,Penn Hills Township,78421.58
13917,2012-11-06,Upper St. Clair Twp.,202373.76
13918,2012-11-06,Pittsburgh,84221.91
13919,2012-11-07,Fawn Township,0.0
13920,2012-11-07,Baldwin Boro,0.0
13921,2012-11-07,Pittsburgh,25856.34
13922,2012-11-07,Pittsburgh,0.0
13923,2012-11-08,Forest Hills Boro,0.0
13924,2012-11-08,Pittsburgh,0.0
13925,2012-11-09,Bridgeville Boro,87493.33
13926,2012-11-09,South Park Township,21579.96
13927,2012-11-09,Elizabeth Township,130508.41
13928,2012-11-12,Port Vue Boro,65561.43
13929,2012-11-13,Robinson Township,0.0
13930,2012-11-14,Jefferson Hills Boro,28220.38
13931,2012-11-15,Moon Township,43187.27
13932,2012-11-15,Moon Township,43187.27
13933,2012-11-15,McCandless Township,146813.54
13934,2012-11-16,Glassport Boro,54451.4
13935,2012-11-19,Ross Township,187351.88
13936,2012-11-19,Coraopolis Boro,18669.89
13937,2012-11-19,Turtle Creek Boro,36154.26
13938,2012-11-19,Ohio Township,233056.77
13939,2012-11-20,Pittsburgh,0.0
13940,2012-11-20,Pittsburgh,70820.02
13941,2012-11-20,City of McKeesport,26194.05
13942,2012-11-20,Pittsburgh,115647.43
13943,2012-11-21,City of McKeesport,17700.09
13944,2012-11-21,S. Versailles Twp.,94535.62
13945,2012-11-21,Pittsburgh,0.0
13946,2012-11-21,Lincoln Boro,381466.08
13947,2012-11-21,Pittsburgh,47270.74
13948,2012-11-21,Pittsburgh,42249.83
13949,2012-11-21,Dormont Boro,74221.52
13950,2012-11-21,City of Duquesne,28249.24
13951,2012-11-21,West Mifflin Boro,55784.0
13952,2012-11-26,Avalon Boro,34726.63
13953,2012-11-27,Collier Township,68496.52
13954,2012-11-27,Pittsburgh,0.0
13955,2012-11-27,Penn Hills Township,75250.35
13956,2012-11-27,Pittsburgh,12517.85
13957,2012-11-27,South Park Township,85745.54
13958,2012-11-27,Wilmerding Boro,18501.08
13959,2012-11-27,Pennsbury Village,0.0
13960,2012-11-28,Turtle Creek Boro,47070.49
13961,2012-11-28,Pittsburgh,0.0
13962,2012-11-28,Baldwin Boro,112538.44
13963,2012-11-28,Pittsburgh,0.0
13964,2012-11-28,Ross Township,0.0
13965,2012-11-28,Plum Boro,78971.85
13966,2012-11-28,Pittsburgh,105488.58
13967,2012-11-28,West View Boro,30772.8
13968,2012-11-28,Ross Township,176546.31
13969,2012-11-28,McKees Rocks Boro,42086.44
13970,2012-11-28,Penn Hills Township,73791.96
13971,2012-11-28,McCandless Township,36606.54
13972,2012-11-29,Monroeville Boro,0.0
13973,2012-11-29,Dormont Boro,130484.2
13974,2012-11-29,McCandless Township,150739.26
13975,2012-11-29,Penn Hills Township,51451.61
13976,2012-11-30,Shaler Township,60396.7
13977,2012-11-30,Pittsburgh,54359.02
13978,2012-11-30,Ross Township,15569.86
13979,2012-12-03,Dormont Boro,93627.7
13980,2012-12-03,Plum Boro,135522.56
13981,2012-12-04,Pittsburgh,59240.91
13982,2012-12-04,Pittsburgh,54468.51
13983,2012-12-04,N. Versailles Twp.,98131.11
13984,2012-12-05,Penn Hills Township,77221.66
13985,2012-12-05,Shaler Township,93029.27
13986,2012-12-05,West Mifflin Boro,91845.91
13987,2012-12-05,Penn Hills Township,117526.82
13988,2012-12-07,Mt. Oliver Boro,62749.28
13989,2012-12-07,Hampton Township,123828.18
13990,2012-12-07,Pittsburgh,25631.49
13991,2012-12-07,Franklin Park Boro,71592.95
13992,2012-12-07,West View Boro,37193.24
13993,2012-12-07,City of McKeesport,70975.05
13994,2012-12-07,Penn Hills Township,79389.43
13995,2012-12-05,Mt. Lebanon Township,380250.66
13996,2012-12-06,Millvale Boro,96738.43
13997,2012-12-06,Edgeworth Boro,490389.5
13998,2012-12-07,South Park Township,116988.61
13999,2012-12-07,Harrison Township,0.0
14000,2012-12-07,West Deer Township,103905.01
14001,2012-12-07,Ross Township,0.0
14002,2012-12-10,Wilkins Township,59749.9
14003,2012-12-10,Scott Township,92213.37
14004,2012-12-11,N. Braddock Boro,0.0
14005,2012-12-11,O'Hara Township,62707.65
14006,2012-12-11,Bellevue Boro,192674.96
14007,2012-12-12,Scott Township,42710.55
14008,2012-12-12,Munhall Boro,64219.59
14009,2012-12-13,Bradford Woods Boro,156768.79
14010,2012-12-13,West Mifflin Boro,73367.21
14011,2012-12-13,City of Clairton,55112.86
14012,2012-12-13,Pittsburgh,87825.33
14013,2012-12-14,Pittsburgh,42793.7
14014,2012-12-14,Upper St. Clair Twp.,599084.69
14015,2012-12-14,Bellevue Boro,66085.21
14016,2012-12-14,Elizabeth Boro,48139.92
14017,2012-12-17,Pitcairn Boro,9030.74
14018,2012-12-16,Coraopolis Boro,67826.71
14019,2012-12-17,City of McKeesport,44869.16
14020,2012-12-17,City of McKeesport,44869.16
14021,2012-12-17,Brentwood Boro,82498.0
14022,2012-12-17,Moon Township,155156.27
14023,2012-12-18,Ross Township,82465.86
14024,2012-12-18,Penn Hills Township,111666.85
14025,2012-12-19,Penn Hills Township,26242.45
14026,2012-12-19,Shaler Township,105594.38
14027,2012-12-19,Shaler Township,105594.38
14028,2012-12-19,Shaler Township,105594.38
14029,2012-12-19,Moon Township,45859.75
14030,2012-12-20,City of McKeesport,48044.36
14031,2012-12-20,Pittsburgh,37850.53
14032,2012-12-19,Penn Hills Township,113034.95
14033,2012-12-19,Pittsburgh,129927.08
14034,2012-12-20,Pittsburgh,34208.32
14035,2012-12-19,Pittsburgh,93364.29
14036,2012-12-20,Pittsburgh,100350.52
14037,2012-12-20,Dormont Boro,57162.72
14038,2012-12-20,Harrison Township,117658.62
14039,2012-12-21,Carnegie Boro,0.0
14040,2012-12-21,Chalfant Boro,93291.82
14041,2012-12-21,N. Braddock Boro,16611.13
14042,2012-12-21,Pittsburgh,33342.36
14043,2012-12-22,Richland Township,199216.43
14044,2012-12-21,Pittsburgh,31191.62
14045,2012-12-26,Munhall Boro,82757.45
14046,2012-12-27,Stowe Township,60543.65
14047,2012-12-26,Pittsburgh,123328.62
14048,2012-12-26,Scott Township,32323.25
14049,2012-12-27,Pittsburgh,75274.81
14050,2012-12-27,Plum Boro,203663.07
14051,2012-12-27,Pittsburgh,48969.17
14052,2012-12-27,Forward Township,0.0
14053,2012-12-28,Pittsburgh,49251.56
14054,2012-12-28,Baldwin Boro,0.0
14055,2012-12-28,South Park Township,89346.79
14056,2012-12-28,Collier Township,73350.61
14057,2012-12-28,Turtle Creek Boro,69628.54
14058,2012-12-28,Plum Boro,88524.79
14059,2012-12-30,Ross Township,69878.35
14060,2012-12-30,Elizabeth Boro,215123.94
14061,2012-12-31,Baldwin Boro,97495.45
14062,2012-12-31,Kennedy Township,101210.39
14063,2012-12-31,Pittsburgh,0.0
14064,2012-12-31,Pittsburgh,56831.04
14065,2012-12-31,Pittsburgh,0.0
14066,2013-01-02,Glen Osborne Boro,776396.17
14067,2013-01-02,Pittsburgh,35838.92
14068,2013-01-02,Pittsburgh,35838.92
14069,2013-01-03,Ingram Boro,99358.99
14070,2013-01-03,Pittsburgh,29464.93
14071,2013-01-03,West Mifflin Boro,42736.66
14072,2013-01-03,McKees Rocks Boro,0.0
14073,2013-01-03,Pittsburgh,27026.51
14074,2013-01-04,Fox Chapel Boro,788151.25
14075,2013-01-05,Brentwood Boro,86174.05
14076,2013-01-07,Ross Township,8039.35
14077,2013-01-08,Pittsburgh,101153.98
14078,2013-01-09,S. Fayette Township,260622.1
14079,2013-01-09,Monroeville Boro,2212856.62
14080,2013-01-09,Pittsburgh,989880.12
14081,2013-01-10,Penn Hills Township,1456302.62
14082,2013-01-10,Penn Hills Township,1456302.62
14083,2013-01-10,Penn Hills Township,1456302.62
14084,2013-01-10,Churchill Boro,1456302.62
14085,2013-01-10,Penn Hills Township,1456302.62
14086,2013-01-10,Penn Hills Township,1456302.62
14087,2013-01-10,Penn Hills Township,1456302.62
14088,2013-01-10,Penn Hills Township,1456302.62
14089,2013-01-11,N. Braddock Boro,103370.03
14090,2013-01-14,Pittsburgh,37996.3
14091,2013-01-14,Shaler Township,0.0
14092,2013-01-14,South Park Township,65973.3
14093,2013-01-15,Kennedy Township,286326.34
14094,2013-01-16,Pittsburgh,33010.83
14095,2013-01-16,Ben Avon Boro,268133.28
14096,2013-01-16,Pleasant Hills Boro,167257.15
14097,2013-01-16,Pleasant Hills Boro,167257.15
14098,2013-01-16,Pleasant Hills Boro,167257.15
14099,2013-01-17,Pittsburgh,34418.63
14100,2013-01-17,Springdale Boro,80935.74
14101,2013-01-17,Pittsburgh,9763.72
14102,2013-01-18,Tarentum Boro,96988.76
14103,2013-01-18,Coraopolis Boro,267808.15
14104,2013-01-18,Aspinwall Boro,380429.05
14105,2013-01-18,Aspinwall Boro,380429.05
14106,2013-01-18,Aspinwall Boro,380429.05
14107,2013-01-18,Bethel Park Boro,87441.2
14108,2013-01-18,Bethel Park Boro,87441.2
14109,2013-01-18,Bethel Park Boro,87441.2
14110,2013-01-18,Robinson Township,7651143.83
14111,2013-01-18,Lincoln Boro,82466.23
14112,2013-01-18,Scott Township,7651143.83
14113,2013-01-21,Swissvale Boro,65088.0
14114,2013-01-22,Pittsburgh,75458.32
14115,2013-01-22,Pittsburgh,307993.24
14116,2013-01-25,Pittsburgh,74930.63
14117,2013-01-28,East McKeesport Boro,0.0
14118,2013-01-27,Pittsburgh,83420.2
14119,2013-01-28,Mt. Lebanon Township,0.0
14120,2013-01-29,Pittsburgh,38987.67
14121,2013-01-30,Braddock Hills Boro,64798.7
14122,2013-01-30,Pittsburgh,34586.65
14123,2013-01-31,Mt. Lebanon Township,570452.35
14124,2013-02-04,Pittsburgh,21278.97
14125,2013-02-04,City of Duquesne,0.0
14126,2013-02-05,Pittsburgh,0.0
14127,2013-02-06,Penn Hills Township,5022990.32
14128,2013-02-06,Coraopolis Boro,25021.09
14129,2013-02-06,Moon Township,20880.66
14130,2013-02-07,Pittsburgh,34772.28
14131,2013-02-07,City of Clairton,93788.03
14132,2013-02-07,Pittsburgh,31219.12
14133,2013-02-07,West Mifflin Boro,100290.82
14134,2013-02-07,Crafton Boro,125606.81
14135,2013-02-08,Penn Hills Township,48078.47
14136,2013-02-10,Pittsburgh,76974.33
14137,2013-02-11,Wilkinsburg Boro,47401.39
14138,2013-02-12,Ben Avon Boro,380429.05
14139,2013-02-12,Ben Avon Boro,380429.05
14140,2013-02-12,Ben Avon Boro,380429.05
14141,2013-02-12,Penn Hills Township,0.0
14142,2013-02-12,Munhall Boro,92278.83
14143,2013-02-12,Penn Hills Township,65916.63
14144,2013-02-12,McKees Rocks Boro,44174.12
14145,2013-02-12,Penn Hills Township,68286.53
14146,2013-02-13,Richland Township,247333.68
14147,2013-02-13,Penn Hills Township,47449.53
14148,2013-02-13,East McKeesport Boro,108150.01
14149,2013-02-13,Pittsburgh,136144.73
14150,2013-02-13,Penn Hills Township,68209.21
14151,2013-02-13,Penn Hills Township,167297.1
14152,2013-02-14,Sharpsburg Boro,0.0
14153,2013-02-14,Franklin Park Boro,12014.18
14154,2013-02-14,McKees Rocks Boro,0.0
14155,2013-02-14,Munhall Boro,24557.97
14156,2013-02-14,Jefferson Hills Boro,79570.44
14157,2013-02-14,West Mifflin Boro,18870.69
14158,2013-02-15,City of Clairton,55988.29
14159,2013-02-17,Pittsburgh,98672.93
14160,2013-02-17,Franklin Park Boro,192173.07
14161,2013-02-18,Pittsburgh,24348.03
14162,2013-02-18,East Pittsburgh Boro,58878.56
14163,2013-02-18,Scott Township,180999.79
14164,2013-02-18,Pittsburgh,41614.09
14165,2013-02-18,Ross Township,202925.4
14166,2013-02-18,Ross Township,202925.4
14167,2013-02-19,Pittsburgh,0.0
14168,2013-02-19,Pittsburgh,84392.94
14169,2013-02-19,Moon Township,90151.43
14170,2013-02-19,Pittsburgh,58140.0
14171,2013-02-19,Pittsburgh,66894.38
14172,2013-02-19,Pittsburgh,120090.67
14173,2013-02-20,S. Fayette Township,47016.02
14174,2013-02-20,Marshall Township,191296.73
14175,2013-02-20,Pittsburgh,51097.1
14176,2013-02-21,Bradford Woods Boro,154473.02
14177,2013-02-21,Versailles Boro,30394.45
14178,2013-02-21,Pittsburgh,0.0
14179,2013-02-21,Wilkins Township,29012.6
14180,2013-02-22,Blawnox Boro,0.0
14181,2013-02-22,Findlay Township,0.0
14182,2013-02-22,Pittsburgh,0.0
14183,2013-02-26,Glassport Boro,45241.18
14184,2013-02-26,Sewickley Hills Boro,741211.42
14185,2013-02-27,Pittsburgh,301864.17
14186,2013-02-27,Tarentum Boro,0.0
14187,2013-02-27,Penn Hills Township,49556.85
14188,2013-02-27,Pittsburgh,113493.83
14189,2013-02-28,Aspinwall Boro,0.0
14190,2013-02-28,White Oak Boro,177740.19
14191,2013-02-28,White Oak Boro,177740.19
14192,2013-02-28,West Deer Township,89383.54
14193,2013-02-28,Jefferson Hills Boro,122226.66
14194,2013-02-28,Wilkinsburg Boro,45760.47
14195,2013-03-01,Wilkinsburg Boro,45760.47
14196,2013-03-02,Penn Hills Township,61886.18
14197,2013-03-04,Dormont Boro,81100.35
14198,2013-03-04,Monroeville Boro,133340.11
14199,2013-03-04,Pittsburgh,0.0
14200,2013-03-04,Pittsburgh,0.0
14201,2013-03-04,Pittsburgh,0.0
14202,2013-03-04,Pittsburgh,0.0
14203,2013-03-04,Pittsburgh,0.0
14204,2013-03-04,Castle Shannon Boro,0.0
14205,2013-03-05,Penn Hills Township,67469.1
14206,2013-03-05,O'Hara Township,333733.33
14207,2013-03-05,Tarentum Boro,130280.67
14208,2013-03-05,Hampton Township,248940.66
14209,2013-03-06,Franklin Park Boro,9540.65
14210,2013-03-06,City of Clairton,21968.68
14211,2013-03-06,Millvale Boro,39871.49
14212,2013-03-07,West Mifflin Boro,37397.62
14213,2013-03-07,City of McKeesport,63199.52
14214,2013-03-07,Ross Township,85345.92
14215,2013-03-07,Penn Hills Township,95138.87
14216,2013-03-07,Pittsburgh,101015.15
14217,2013-03-08,Wilkinsburg Boro,93098.06
14218,2013-03-08,Pittsburgh,14372.82
14219,2013-03-08,Pittsburgh,14372.82
14220,2013-03-08,Coraopolis Boro,47481.6
14221,2013-03-09,Penn Hills Township,114055.48
14222,2013-03-09,Shaler Township,88641.65
14223,2013-03-11,Scott Township,179901.15
14224,2013-03-12,City of McKeesport,0.0
14225,2013-03-12,Pittsburgh,279198.94
14226,2013-03-12,Pittsburgh,0.0
14227,2013-03-12,Pittsburgh,55884.12
14228,2013-03-12,Upper St. Clair Twp.,297658.13
14229,2013-03-13,Bethel Park Boro,0.0
14230,2013-03-13,Pittsburgh,0.0
14231,2013-03-13,Upper St. Clair Twp.,186765.75
14232,2013-03-13,Plum Boro,129473.27
14233,2013-03-13,Monroeville Boro,129809.61
14234,2013-03-13,Pittsburgh,45053.36
14235,2013-03-14,Coraopolis Boro,70368.22
14236,2013-03-14,Monroeville Boro,110710.28
14237,2013-03-14,Robinson Township,0.0
14238,2013-03-14,Sharpsburg Boro,0.0
14239,2013-03-14,Pittsburgh,0.0
14240,2013-03-14,Pittsburgh,0.0
14241,2013-03-14,Sharpsburg Boro,0.0
14242,2013-03-14,Pittsburgh,0.0
14243,2013-03-14,Pittsburgh,0.0
14244,2013-03-14,Pittsburgh,0.0
14245,2013-03-14,West Mifflin Boro,125052.41
14246,2013-03-14,Avalon Boro,231340.82
14247,2013-03-14,Pittsburgh,48767.33
14248,2013-03-15,Cheswick Boro,0.0
14249,2013-03-15,Shaler Township,0.0
14250,2013-03-15,Pittsburgh,54264.57
14251,2013-03-15,Port Vue Boro,0.0
14252,2013-03-15,Springdale Township,50097.88
14253,2013-03-17,Carnegie Boro,171000.72
14254,2013-03-17,Turtle Creek Boro,29291.01
14255,2013-03-17,Pittsburgh,227295.61
14256,2013-03-17,West Mifflin Boro,147723.52
14257,2013-03-17,Scott Township,93984.48
14258,2013-03-17,Scott Township,93984.48
14259,2013-03-17,Homestead Boro,39836.62
14260,2013-03-17,Pittsburgh,73622.47
14261,2013-03-17,Pittsburgh,73622.47
14262,2013-03-18,Hampton Township,143715.2
14263,2013-03-18,Ross Township,196499.8
14264,2013-03-18,Pittsburgh,92519.85
14265,2013-03-18,West View Boro,113291.7
14266,2013-03-18,West View Boro,113291.7
14267,2013-03-18,Penn Hills Township,61992.76
14268,2013-03-18,Pittsburgh,95481.8
14269,2013-03-18,Churchill Boro,145257.66
14270,2013-03-18,South Park Township,128092.78
14271,2013-03-18,Penn Hills Township,85142.6
14272,2013-03-19,Ross Township,94208.47
14273,2013-03-19,Pittsburgh,0.0
14274,2013-03-19,Plum Boro,123661.98
14275,2013-03-19,Robinson Township,150803.71
14276,2013-03-19,Harrison Township,0.0
14277,2013-03-19,Franklin Park Boro,145661.94
14278,2013-03-19,City of Duquesne,34797.25
14279,2013-03-19,Pleasant Hills Boro,101447.62
14280,2013-03-19,Penn Hills Township,61588.92
14281,2013-03-20,McCandless Township,110936.68
14282,2013-03-20,Forest Hills Boro,88646.34
14283,2013-03-20,Ross Township,157743.45
14284,2013-03-21,City of McKeesport,69153.72
14285,2013-03-21,City of McKeesport,69153.72
14286,2013-03-21,Turtle Creek Boro,55203.66
14287,2013-03-21,City of McKeesport,83387.63
14288,2013-03-22,Pittsburgh,92397.28
14289,2013-03-22,Versailles Boro,0.0
14290,2013-03-22,Edgewood Boro,61762.54
14291,2013-03-22,Moon Township,224366.05
14292,2013-03-24,Dravosburg Boro,63404.8
14293,2013-03-24,Monroeville Boro,141864.56
14294,2013-03-23,City of McKeesport,37577.02
14295,2013-03-24,Pittsburgh,69236.66
14296,2013-03-25,Pittsburgh,49885.44
14297,2013-03-25,S. Fayette Township,180463.69
14298,2013-03-25,Dormont Boro,132547.79
14299,2013-03-25,Dormont Boro,132547.79
14300,2013-03-26,Plum Boro,161794.78
14301,2013-03-26,Pittsburgh,54209.19
14302,2013-03-26,Brentwood Boro,51568.44
14303,2013-03-27,Pittsburgh,152351.89
14304,2013-03-28,Penn Hills Township,239572.92
14305,2013-03-28,White Oak Boro,139666.44
14306,2013-03-28,Pittsburgh,57566.72
14307,2013-03-28,Wilkinsburg Boro,18097.19
14308,2013-03-28,Moon Township,152486.09
14309,2013-03-29,Penn Hills Township,55942.43
14310,2013-04-01,Tarentum Boro,32766.45
14311,2013-04-02,Wilkinsburg Boro,901.55
14312,2013-04-03,Pittsburgh,205234.98
14313,2013-04-03,Penn Hills Township,51869.32
14314,2013-04-04,Wilkinsburg Boro,1190937.62
14315,2013-04-04,Penn Hills Township,81363.94
14316,2013-04-04,Pittsburgh,0.0
14317,2013-04-04,Baldwin Boro,0.0
14318,2013-04-05,Wilkinsburg Boro,709437.72
14319,2013-04-05,Wilkinsburg Boro,889326.53
14320,2013-04-04,Homestead Boro,38548.56
14321,2013-04-05,Pittsburgh,0.0
14322,2013-04-05,Kennedy Township,112345.99
14323,2013-04-05,Turtle Creek Boro,145646.72
14324,2013-04-05,Pittsburgh,0.0
14325,2013-04-05,Pittsburgh,311767.9
14326,2013-04-08,City of McKeesport,40733.31
14327,2013-04-08,Penn Hills Township,57560.62
14328,2013-04-09,West View Boro,72213.58
14329,2013-04-09,West View Boro,72213.58
14330,2013-04-10,Pittsburgh,84709.36
14331,2013-04-10,Scott Township,195682.43
14332,2013-04-10,Braddock Hills Boro,33253.28
14333,2013-04-11,City of McKeesport,0.0
14334,2013-04-11,Munhall Boro,117002.73
14335,2013-04-11,Munhall Boro,117002.73
14336,2013-04-12,N. Fayette Township,258041.7
14337,2013-04-13,Pittsburgh,235010.49
14338,2013-04-15,Pittsburgh,5835861.69
14339,2013-04-15,Braddock Boro,0.0
14340,2013-04-16,Pittsburgh,56766.44
14341,2013-04-16,Carnegie Boro,16329.11
14342,2013-04-16,Wilkinsburg Boro,67662.24
14343,2013-04-17,Pittsburgh,96559.57
14344,2013-04-17,Pittsburgh,104432.69
14345,2013-04-17,Pittsburgh,120063.98
14346,2013-04-17,Penn Hills Township,96410.36
14347,2013-04-17,Pittsburgh,62508.34
14348,2013-04-18,City of McKeesport,18201.52
14349,2013-04-18,Pittsburgh,89336.93
14350,2013-04-18,Pittsburgh,42945.74
14351,2013-04-18,Fox Chapel Boro,270256.97
14352,2013-04-19,Wilkinsburg Boro,47014.74
14353,2013-04-22,Pittsburgh,38541.21
14354,2013-04-22,Richland Township,228033.77
14355,2013-04-22,Richland Township,228033.77
14356,2013-04-22,Penn Hills Township,111930.38
14357,2013-04-23,Leetsdale Boro,60584.52
14358,2013-04-25,Penn Hills Township,134365.83
14359,2013-04-25,S. Fayette Township,231238.66
14360,2013-04-25,Pittsburgh,99652.21
14361,2013-04-26,Swissvale Boro,126767.56
14362,2013-04-26,Pittsburgh,63174.52
14363,2013-04-29,Munhall Boro,22977.89
14364,2013-04-27,Pittsburgh,35000.0
14365,2013-04-29,East Pittsburgh Boro,42580.58
14366,2013-04-29,West Mifflin Boro,106797.84
14367,2013-04-29,Verona Boro,0.0
14368,2013-04-29,Robinson Township,127329.21
14369,2013-04-29,City of Clairton,36388.43
14370,2013-04-30,Monroeville Boro,59620.17
14371,2013-04-30,Munhall Boro,54271.93
14372,2013-04-30,Penn Hills Township,30731.84
14373,2013-05-01,Wilkins Township,274072.93
14374,2013-05-01,Plum Boro,47433.66
14375,2013-05-01,Robinson Township,155446.19
14376,2013-05-01,West Deer Township,81283.96
14377,2013-05-02,Ingram Boro,0.0
14378,2013-05-02,Pittsburgh,0.0
14379,2013-05-02,Pittsburgh,0.0
14380,2013-05-02,Pittsburgh,0.0
14381,2013-05-03,West Mifflin Boro,147960.49
14382,2013-05-04,Wilkinsburg Boro,28774.91
14383,2013-05-04,Pittsburgh,33841.34
14384,2013-05-07,Penn Hills Township,31430.71
14385,2013-05-08,Pittsburgh,6516.31
14386,2013-05-08,Pittsburgh,0.0
14387,2013-05-08,City of McKeesport,24517.26
14388,2013-05-09,Pittsburgh,57014.51
14389,2013-05-09,Wilkinsburg Boro,42655.78
14390,2013-05-10,Monroeville Boro,82391.17
14391,2013-05-10,Pittsburgh,17068.79
14392,2013-05-11,Pittsburgh,35534.86
14393,2013-05-11,Pittsburgh,58531.47
14394,2013-05-13,Moon Township,198453.06
14395,2013-05-13,Penn Hills Township,202596.5
14396,2013-05-13,West Mifflin Boro,67035.97
14397,2013-05-14,Bellevue Boro,87994.56
14398,2013-05-14,Pittsburgh,20841.71
