APN,Registered Date,Property Type,Property Address,Property City,Property State,Property Zip,Council District,Lender,Lender Contact,Lender Contact Phone,Property Management,Property Management Contact,Property Management Address,Property Management Contact Phone,Property on Map,Latitude,Longitude
7451008019,01/15/2018,Single Family,564 W 2ND ST,SAN PEDRO,CA,90731.0,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"564 W 2ND ST
SAN PEDRO, CA 90731
(33.742386, -118.289265)",33.742386,-118.289265
2344002019,08/02/2018,Single Family,5427 N BUFFALO AVE,LOS ANGELES,CA,91401.0,4,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,801-461-8200,"5427 N BUFFALO AVE
LOS ANGELES, CA 91401
(34.169413, -118.430149)",34.169413,-118.430149
6048034006,02/26/2018,Multi-Family,9602 S HOLMES AVE,LOS ANGELES,CA,90002.0,15,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"9602 S HOLMES AVE
LOS ANGELES, CA 90002
(33.948997, -118.240777)",33.948997,-118.240777
4123013034,01/12/2018,Single Family,8721 S WILEY POST AVE,LOS ANGELES,CA,90045.0,11,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"8721 S WILEY POST AVE
LOS ANGELES, CA 90045
(33.95809, -118.387432)",33.95809,-118.387432
5047010007,01/17/2018,Single Family,3426 S COCHRAN AVE,LOS ANGELES,CA,90016.0,10,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"3426 S COCHRAN AVE
LOS ANGELES, CA 90016
(34.024406, -118.361441)",34.024406,-118.361441
5053004022,03/30/2018,Single Family,2041 W 29TH PL,LOS ANGELES,CA,90018.0,10,Bayview Loan Servicing/Bayview Representative,Frances Guerra,954-590-7161,Superior Field Services,Moti Shoham,5525   Morella AVE  Valley Village CA 91607,813-424-4732,"2041 W 29TH PL
LOS ANGELES, CA 90018
(34.028236, -118.310213)",34.028236,-118.310213
5216002017,01/16/2018,Single Family,2140 N THELMA AVE,LOS ANGELES,CA,90032.0,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"2140 N THELMA AVE
LOS ANGELES, CA 90032
(34.06893, -118.179384)",34.06893,-118.179384
5067012011,02/15/2018,Multi-Family,4844 W MASCOT ST,LOS ANGELES,CA,90019.0,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"4844 W MASCOT ST
LOS ANGELES, CA 90019
(34.040952, -118.345072)",34.040952,-118.345072
2308018016,01/09/2018,Single Family,8231 N WILKINSON AVE,LOS ANGELES,CA,91605.0,2,Bank of America,VPR Department,800-669-2443,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"8231 N WILKINSON AVE
LOS ANGELES, CA 91605
(34.220474, -118.404132)",34.220474,-118.404132
6039010016,02/19/2018,Single Family,632 W 94TH ST,LOS ANGELES,CA,90044.0,8,CitiMortgage,Erin Theobald,877-290-3997,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"632 W 94TH ST
LOS ANGELES, CA 90044
(33.951007, -118.285809)",33.951007,-118.285809
6004030044,01/09/2018,Single Family,625 W 59TH PL,LOS ANGELES,CA,90044.0,9,Nationstar Mortgage LLC,Paula Acosta,972-315-8837,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"625 W 59TH PL
LOS ANGELES, CA 90044
(33.985956, -118.284902)",33.985956,-118.284902
6037006014,06/22/2018,Single Family,9156 S HARVARD BLVD,LOS ANGELES,CA,90047.0,8,West Coast Servicing Inc.,Lissy Lex,866-574-2001,Law Office of Les Zieve,Dawn Talavera,30   Corporate PARK 450 IRVINE CA 92606,714-580-8567,"9156 S HARVARD BLVD
LOS ANGELES, CA 90047
(33.952881, -118.306828)",33.952881,-118.306828
2360021028,01/09/2018,Single Family,4641 N FULTON AVE,LOS ANGELES,CA,91423.0,4,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"4641 N FULTON AVE
LOS ANGELES, CA 91423
(34.155191, -118.422518)",34.155191,-118.422518
4431018001,08/28/2018,Single Family,17536 W CAMINO DE YATASTO,LOS ANGELES,CA,90272.0,11,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"17536 W CAMINO DE YATASTO
LOS ANGELES, CA 90272
(34.07723, -118.571659)",34.07723,-118.571659
5454015008,01/02/2018,Single Family,3536 E ROSEVIEW AVE,LOS ANGELES,CA,90065.0,1,"Financial Freedom, a division of CIT bank.",Dan Stack,800-441-4428,Carlos Sims,Carlos Sims,11820   Cherrylee DR  El Monte CA 91732,800-639-2151,"3536 E ROSEVIEW AVE
LOS ANGELES, CA 90065
(34.097026, -118.223192)",34.097026,-118.223192
2257011020,01/10/2018,Single Family,5450 N ENCINO AVE,LOS ANGELES,CA,91316.0,5,"Caliber Home Loans, INC",Kandyce Hughes,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE W8 Chino CA 91710,404-655-9334,"5450 N ENCINO AVE
LOS ANGELES, CA 91316
(34.170322, -118.514182)",34.170322,-118.514182
2047012024,08/08/2018,Single Family,5030 N ORRVILLE AVE,LOS ANGELES,CA,91367.0,3,JP Morgan Chase NA,Amy Lott,888-310-1506,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"5030 N ORRVILLE AVE
LOS ANGELES, CA 91367
(34.16242, -118.643814)",34.16242,-118.643814
2209015029,01/15/2018,Single Family,8065 N BRIMFIELD AVE,LOS ANGELES,CA,91402.0,6,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,"Cyprexx Services, LLC - Jefferson",Code Compliance,27720   Jefferson AVE 210 Temecula CA 92590,877-339-8202,"8065 N BRIMFIELD AVE
LOS ANGELES, CA 91402
(34.217766, -118.458259)",34.217766,-118.458259
2549013017,01/11/2018,Single Family,9440 W WENTWORTH ST,LOS ANGELES,CA,91040.0,7,Nationstar Mortgage,Code Violations,888-456-0714,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"9440 W WENTWORTH ST
LOS ANGELES, CA 91040
(34.263856, -118.33813)",34.263856,-118.33813
6023022024,01/09/2018,Multi-Family,833 E 77TH ST,LOS ANGELES,CA,90001.0,9,Bank of America,VPR Department,800-669-2443,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-380-8752,"833 E 77TH ST
LOS ANGELES, CA 90001
(33.96936, -118.260063)",33.96936,-118.260063
2634025012,08/07/2018,Single Family,8323 N CANTERBURY AVE,LOS ANGELES,CA,91352.0,6,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"8323 N CANTERBURY AVE
LOS ANGELES, CA 91352
(34.222504, -118.417376)",34.222504,-118.417376
2229037020,06/01/2018,Single Family,6858 N LASAINE AVE,LOS ANGELES,CA,91406.0,6,Fay Servicing LLC - Eric Moore,Eric Moore,877-338-3791,MCS,Code Compliance,350   Highland DR 100 Lewisville TX 75067,813-387-1100,"6858 N LASAINE AVE
LOS ANGELES, CA 91406
(34.195603, -118.510981)",34.195603,-118.510981
2403023003,08/28/2018,Single Family,9921 W EDMORE PL,LOS ANGELES,CA,91352.0,2,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"9921 W EDMORE PL
LOS ANGELES, CA 91352
(34.218319, -118.347035)",34.218319,-118.347035
5229004021,01/24/2018,Single Family,3025 E GANAHL ST,LOS ANGELES,CA,90063.0,14,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"3025 E GANAHL ST
LOS ANGELES, CA 90063
(34.051626, -118.194963)",34.051626,-118.194963
2026026010,01/16/2018,Single Family,23033 W ENADIA WAY,LOS ANGELES,CA,91307.0,12,Mr. Cooper,Paula Acosta,800-468-1743,"AFS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,"23033 W ENADIA WAY
LOS ANGELES, CA 91307
(34.19981, -118.629104)",34.19981,-118.629104
7417015025,08/30/2018,Single Family,425 N MCDONALD AVE,LOS ANGELES,CA,90744.0,15,MidFirst Bank,Matt Geyer,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,760-736-0067,"425 N MCDONALD AVE
LOS ANGELES, CA 90744
(33.774465, -118.271155)",33.774465,-118.271155
4122016023,07/05/2018,Single Family,6743 W 87TH ST,LOS ANGELES,CA,90045.0,11,M&T Bank,Eric Moore,877-338-3791,Safeguard,Code Compliance,7887   Safeguard Cir  Valley View OH 44125,800-852-8306,"6743 W 87TH ST
LOS ANGELES, CA 90045
(33.958567, -118.408318)",33.958567,-118.408318
2138005045,01/10/2018,Single Family,6941  OWENSMOUTH AVE,CANOGA PARK,CA,91303.0,3,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,"6941 OWENSMOUTH AVE
CANOGA PARK, CA 91303
(34.196811, -118.601545)",34.196811,-118.601545
2024041014,08/29/2018,Single Family,7030 N SAUSALITO AVE,LOS ANGELES,CA,91307.0,12,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7030 N SAUSALITO AVE
LOS ANGELES, CA 91307
(34.198676, -118.616313)",34.198676,-118.616313
6061026005,03/15/2018,Single Family,536 W 104TH PL,LOS ANGELES,CA,90044.0,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"536 W 104TH PL
LOS ANGELES, CA 90044
(33.941547, -118.284076)",33.941547,-118.284076
6017004030,08/06/2018,Multi-Family,7219 S CIMARRON ST,LOS ANGELES,CA,90047.0,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"7219 S CIMARRON ST
LOS ANGELES, CA 90047
(33.973959, -118.315553)",33.973959,-118.315553
2153010024,01/09/2018,Single Family,6252 N LUBAO AVE,LOS ANGELES,CA,91367.0,3,Caliber Home Loans,Kandyce Hughes,214-874-4174,Edward Zubia,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"6252 N LUBAO AVE
LOS ANGELES, CA 91367
(34.183978, -118.565981)",34.183978,-118.565981
2102009026,09/21/2018,Single Family,8154 N WYNNE AVE,LOS ANGELES,CA,91335.0,12,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,LPS,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,281-404-7816,"8154 N WYNNE AVE
LOS ANGELES, CA 91335
(34.2191, -118.530044)",34.2191,-118.530044
5151002054,08/22/2018,Single Family,716 W 1ST ST,LOS ANGELES,CA,90012.0,14,Reverse Mortgage Solutions,Josefina Scott,832-616-5907,KMC Landscaping Services,Ryan Hague,42263  SW 50th ST  Lancaster CA 93536,215-422-3914,"716 W 1ST ST
LOS ANGELES, CA 90012
(34.056841, -118.250489)",34.056841,-118.250489
2368011025,01/19/2018,Single Family,4138 N TROOST AVE,LOS ANGELES,CA,91604.0,2,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"4138 N TROOST AVE
LOS ANGELES, CA 91604
(34.143844, -118.386514)",34.143844,-118.386514
5589024016,08/06/2018,Single Family,2018 N CATALINA ST,LOS ANGELES,CA,90027.0,4,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"2018 N CATALINA ST
LOS ANGELES, CA 90027
(34.108241, -118.295066)",34.108241,-118.295066
2311009035,01/18/2018,Single Family,7914 N KRAFT AVE,LOS ANGELES,CA,91605.0,6,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,OGIWA INCORPORATED,Olatunji Giwa,1028  N Lake AVE 208 PASADENA CA 91104,626-787-1471,"7914 N KRAFT AVE
LOS ANGELES, CA 91605
(34.213929, -118.380292)",34.213929,-118.380292
2401043062,06/18/2018,Single Family,7717  VIA SORRENTO,LOS ANGELES,CA,91504.0,2,U.S. Bank NA As Trustee for LSF9 Master Participation Trust,U.S. Bank NA as Trustee LSF9,214-874-4174,WRI Property Management,Tannis Stoops,14726   Ramona AVE  Chino CA 91710,404-655-9334,"7717 VIA SORRENTO
LOS ANGELES, CA 91504
(34.210452, -118.343166)",34.210452,-118.343166
5047019037,06/01/2018,Single Family,5743  CLEMSON,LOS ANGELES,CA,90016.0,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"5743 CLEMSON
LOS ANGELES, CA 90016
(34.024111, -118.37049)",34.024111,-118.37049
2570015009,08/21/2018,Single Family,6524 W OLCOTT ST,LOS ANGELES,CA,91042.0,7,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,MCS/687,MCS Advantage Conveyance,1906   Irvine AVE  Newport Beach CA 92660,949-642-4801,"6524 W OLCOTT ST
LOS ANGELES, CA 91042
(34.249475, -118.27433)",34.249475,-118.27433
2138025002,01/03/2018,Single Family,21052 W GAULT ST,LOS ANGELES,CA,91303.0,3,Mr. Cooper,Paula Acosta,800-468-1743,"AFAS c/o NEW BEGINNING PROPERTIES, INC",Chavez Lourdes,999  W Marshall BLVD  San Bernardino CA 92405,909-289-1453,"21052 W GAULT ST
LOS ANGELES, CA 91303
(34.199212, -118.592444)",34.199212,-118.592444
2375015054,01/11/2018,Single Family,4242 N BEEMAN AVE,LOS ANGELES,CA,91604.0,2,Mr. Cooper,Paula Acosta,800-468-1743,Assurant Field Services,Property Registration Department Property Registration Department,101  W Louis Henna Blvd 400 Austin TX 78728,800-468-1743,"4242 N BEEMAN AVE
LOS ANGELES, CA 91604
(34.148008, -118.407316)",34.148008,-118.407316
2228024034,08/31/2018,Single Family,7106 N JELLICO AVE,LOS ANGELES,CA,91406.0,6,"Dovenmuehle Mortgage, Inc.",Juanita Howarter,847-550-7300,"Safeguard Properties Management, LLC",Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"7106 N JELLICO AVE
LOS ANGELES, CA 91406
(34.199468, -118.517403)",34.199468,-118.517403
7462027009,01/22/2018,Single Family,841 W 21ST ST,SAN PEDRO,CA,90731.0,15,Nationstar Mortgage LLC,Code Compliance,888-480-2432,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"841 W 21ST ST
SAN PEDRO, CA 90731
(33.725178, -118.295633)",33.725178,-118.295633
2038020040,01/10/2018,Single Family,6741 N VICKY AVE,LOS ANGELES,CA,91307.0,12,Bank of America,VPR Department,800-669-2443,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"6741 N VICKY AVE
LOS ANGELES, CA 91307
(34.193035, -118.621203)",34.193035,-118.621203
4006022001,06/22/2018,Single Family,6709 S VICTORIA AVE,LOS ANGELES,CA,90043.0,8,MidFirst Bank,Erik Kinner,800-468-1743,AFS c/o PRIORITY 1 PROPERTY PRESERVATION INC - SOUTH,Bill Kleiser,2780   Dove Tail DR  San Marcos CA 92078,800-468-1743,"6709 S VICTORIA AVE
LOS ANGELES, CA 90043
(33.977785, -118.332346)",33.977785,-118.332346
2761013009,01/31/2018,Single Family,9749 N QUAKERTOWN AVE,LOS ANGELES,CA,91311.0,12,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Eddy Leon,eddy leon,1650   XIMENO AVE  LONG BEACH CA 90804,303-470-3633,"9749 N QUAKERTOWN AVE
LOS ANGELES, CA 91311
(34.247511, -118.570484)",34.247511,-118.570484
5006001002,02/08/2018,Single Family,3456 W 52ND ST,LOS ANGELES,CA,90043.0,8,TY Investment LLC,Qi Hu,626-574-8899,TY Investment LLC,Qi Hu,17  W WOODRUFF AVE  ARCADIA CA 91007,626-574-8899,"3456 W 52ND ST
LOS ANGELES, CA 90043
(33.994951, -118.332664)",33.994951,-118.332664
5050011003,01/07/2018,Single Family,2800 S HILLCREST DR,LOS ANGELES,CA,90016.0,10,RUSHMORE LOAN MANAGEMENT SERVICES,Property Preservation,949-341-5601,Safeguard Properties,Edward Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-804-7437,"2800 S HILLCREST DR
LOS ANGELES, CA 90016
(34.03095, -118.34287)",34.03095,-118.34287
5445001010,01/12/2018,Single Family,2352 N EADS ST,LOS ANGELES,CA,90031.0,13,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"2352 N EADS ST
LOS ANGELES, CA 90031
(34.094128, -118.240833)",34.094128,-118.240833
5683025023,08/07/2018,Single Family,2486 W LOY LANE,LOS ANGELES,CA,90041.0,14,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"2486 W LOY LANE
LOS ANGELES, CA 90041
(34.139803, -118.221236)",34.139803,-118.221236
6018028010,09/05/2018,Single Family,7838 S DENKER AVE,LOS ANGELES,CA,90047.0,8,Carrington Mortgage Services,Marshayla Johnson,866-563-1100,Pinelands Preservation,Aaron Noble,1906   Irvine AVE  Newport Beach CA 92660,949-294-8778,"7838 S DENKER AVE
LOS ANGELES, CA 90047
(33.967963, -118.304635)",33.967963,-118.304635
6038008050,01/22/2018,Single Family,603 W 91ST ST,LOS ANGELES,CA,90044.0,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"603 W 91ST ST
LOS ANGELES, CA 90044
(33.95418, -118.284862)",33.95418,-118.284862
6020021026,01/25/2018,Multi-Family,617 1/2 W 76TH ST,LOS ANGELES,CA,90044.0,8,Specialized Loan Servicing LLC on behalf of beneficiary,Douglas Randall,720-563-8186,Coldwell Banker Coastal Alliance,Eddy Leon,1650   Ximeno AVE 120 Long Beach CA 90804,562-961-2205,"617 1/2 W 76TH ST
LOS ANGELES, CA 90044
(33.970746, -118.284723)",33.970746,-118.284723
5001024028,06/15/2018,Single Family,601 W 55TH ST,LOS ANGELES,CA,90037.0,9,Bank of America,Joan Duffy,818-285-5230,EDWARD ZUBIA,EDWARD ZUBIA,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,818-406-3611,"601 W 55TH ST
LOS ANGELES, CA 90037
(33.992367, -118.284397)",33.992367,-118.284397
5088001008,01/05/2018,Single Family,957 S SCHUMACHER DR,LOS ANGELES,CA,90048.0,5,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,"Remedy Field Services, Inc",Aaron Davitian,15615   Alton PKWY 450 Irvine CA 92618,619-862-0918,"957 S SCHUMACHER DR
LOS ANGELES, CA 90048
(34.060282, -118.374447)",34.060282,-118.374447
5435030018,08/30/2018,Single Family,3720 W GLENFELIZ BLVD,LOS ANGELES,CA,90039.0,13,bayview,Willie Walton,714-848-7920,"Sables Servco, LLC",Jesse Talavera,30   Corporate Park  450 Irvine CA 92606,714-580-8567,"3720 W GLENFELIZ BLVD
LOS ANGELES, CA 90039
(34.118066, -118.264152)",34.118066,-118.264152
2755012033,08/30/2018,Single Family,17412 W KINZIE ST,LOS ANGELES,CA,91325.0,12,Selene Finance - Jefferson Office,Eric Moore,877-338-3791,M&M Mortgage co,DEBORAH PRADO,12901  SW 132nd AVE  miami FL 33186,800-336-4890,"17412 W KINZIE ST
LOS ANGELES, CA 91325
(34.248574, -118.514518)",34.248574,-118.514518
5064020009,05/03/2018,Multi-Family,1849 S CURSON AVE,LOS ANGELES,CA,90019.0,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"1849 S CURSON AVE
LOS ANGELES, CA 90019
(34.041928, -118.362611)",34.041928,-118.362611
6038020043,07/17/2018,Multi-Family,8937 S MENLO AVE,LOS ANGELES,CA,90044.0,8,US BANK NA co SELECT PORTFOLIO SERVICING,SELECT Servicing,888-349-8964,Safeguard Properties,Ed Zubia,3540   WILSHIRE BLVD 1109 LOS ANGELES CA 90010,213-383-2097,"8937 S MENLO AVE
LOS ANGELES, CA 90044
(33.955967, -118.290424)",33.955967,-118.290424
5503024029,07/03/2018,Single Family,525 S ARDMORE AVE,LOS ANGELES,CA,90020.0,10,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Property Preservation Servicing LLC,Trevethan Aaron,5   Columbia   ALISO VIEJO CA 92656,949-625-4480,"525 S ARDMORE AVE
LOS ANGELES, CA 90020
(34.064868, -118.301588)",34.064868,-118.301588
6035001011,01/15/2018,Single Family,1825 W 80TH ST,LOS ANGELES,CA,90047.0,8,Freedom Mortgage,Jared Huffman,855-690-5900,Pinelands Preservation,Will Wheelehan,44501   Auburn BLVD  Sacramento CA 95841,916-277-8243,"1825 W 80TH ST
LOS ANGELES, CA 90047
(33.966389, -118.309921)",33.966389,-118.309921
6020034002,01/02/2018,Single Family,452 W 77TH ST,LOS ANGELES,CA,90003.0,8,Wells Fargo Bank N.A.,Jenna Douglas,877-617-5274,Lender Processing Services,Jenna Douglas,1003  E Brier DR  San Bernardino CA 92408,877-617-8274,"452 W 77TH ST
LOS ANGELES, CA 90003
(33.969817, -118.28233)",33.969817,-118.28233
6050021004,08/28/2018,Single Family,918 E 97TH ST,LOS ANGELES,CA,90002.0,8,"Nationstar Mortgage, dba Mr. Cooper",Jaime Burgess,888-456-0714,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"918 E 97TH ST
LOS ANGELES, CA 90002
(33.948385, -118.257938)",33.948385,-118.257938
2231023055,01/11/2018,Multi-Family,6512 N BALBOA BLVD,VAN NUYS,CA,91406.0,6,CALIBER HOME LOANS,CHRISTINE CAYANAN,874-214-4174,"US Best Repair Service, Inc","US Best Repair Service, Inc",2501   Alton PKWY  Irvine CA 92606,714-559-7835,"6512 N BALBOA BLVD
VAN NUYS, CA 91406
(34.189152, -118.501125)",34.189152,-118.501125
5026013002,01/18/2018,Single Family,4212 W DON LUIS DR,LOS ANGELES,CA,90008.0,8,"Ocwen Loan Servicing, LLC",Judy Credit,800-746-2936,Elizabeth Acosta,Elizabeth Acosta,11030   Arrow Route  102 RANCHO CUCAMONGA CA 91730,929-481-1100,"4212 W DON LUIS DR
LOS ANGELES, CA 90008
(34.005605, -118.345017)",34.005605,-118.345017
2108036019,01/09/2018,Single Family,20762 W INGOMAR ST,LOS ANGELES,CA,91306.0,3,CitiMortgage,Erin Theobald,877-290-3997,Safeguard Properties,Edward Zubiz,3540   wilshire BLVD  Los Angeles CA 90010,213-383-2097,"20762 W INGOMAR ST
LOS ANGELES, CA 91306
(34.211961, -118.58631)",34.211961,-118.58631
5423028025,01/24/2018,Single Family,2311 W BRANDEN ST,LOS ANGELES,CA,90026.0,13,Nationstar Mortgage LLC,Code Compliance,888-480-2432,B2,Brian Bennis,3430   Mt Vernon AVE  Riverside CA 92507,224-518-7504,"2311 W BRANDEN ST
LOS ANGELES, CA 90026
(34.089638, -118.264029)",34.089638,-118.264029
2202010008,01/15/2018,Single Family,7527 N LOUISE AVE,LOS ANGELES,CA,91406.0,6,Shellpoint Mortgage Servicing,Tracy Hall,864-312-4380,New Beginning Properties Inc,Jose Chavez,1454   CEDAR ST  San Bernardino CA 92405,877-339-8202,"7527 N LOUISE AVE
LOS ANGELES, CA 91406
(34.207373, -118.50986)",34.207373,-118.50986
